"","cupo","edad","saldo","pago"
"3349",80000,44,62965,4400
"3350",480000,33,-897,0
"3351",30000,44,24310,780
"3352",10000,25,8054,2000
"3353",410000,41,1929,136869
"3354",100000,33,47182,2000
"3355",200000,41,10170,2000
"3356",380000,48,288256,14000
"3357",100000,27,48850,2000
"3358",50000,27,27014,500
"3359",130000,28,67557,2500
"3360",120000,34,48731,2000
"3361",150000,42,136604,10000
"3362",310000,39,1336,3167
"3363",110000,51,55973,1000
"3364",420000,37,409615,12733
"3365",140000,28,4791,2353
"3366",500000,37,0,0
"3367",260000,26,262004,8539
"3368",90000,48,316,316
"3369",90000,41,15825,480
"3370",20000,35,0,0
"3371",30000,36,30628,3000
"3372",140000,36,50812,2100
"3373",340000,32,88828,4855
"3374",120000,31,-33,0
"3375",420000,34,-16,3262
"3376",100000,48,0,0
"3377",350000,37,12536,2000
"3378",50000,26,5000,3710
"3379",30000,28,37,0
"3380",360000,29,1272,24078
"3381",20000,23,400,5125
"3382",400000,38,1200,0
"3383",170000,45,37727,2000
"3384",110000,36,14116,0
"3385",200000,37,0,0
"3386",200000,32,5696,12149
"3387",360000,29,0,0
"3388",500000,37,0,0
"3389",20000,22,12051,1946
"3390",270000,32,157324,5100
"3391",20000,44,9796,1000
"3392",350000,43,1146,54269
"3393",150000,26,0,0
"3394",260000,30,13603,9189
"3395",90000,33,159,2000
"3396",310000,32,73899,3000
"3397",210000,43,145725,3876
"3398",40000,45,12835,500
"3399",80000,25,0,0
"3400",50000,22,1080,382
"3401",370000,46,600,600
"3402",130000,28,94323,5000
"3403",710000,40,8626,5000
"3404",180000,24,1245,0
"3405",80000,30,52457,2000
"3406",560000,32,11400,300
"3407",170000,26,22893,1000
"3408",30000,63,1565,2620
"3409",430000,30,25984,37216
"3410",500000,37,6344,14889
"3411",10000,26,0,0
"3412",130000,25,5874,74
"3413",160000,50,0,11913
"3414",150000,33,94637,0
"3415",340000,43,24272,11008
"3416",200000,37,151550,6000
"3417",130000,37,123586,5000
"3418",320000,30,36697,1068
"3419",50000,54,19222,664
"3420",360000,46,76951,9890
"3421",420000,29,3068,175056
"3422",110000,30,3151,2373
"3423",80000,35,28867,1500
"3424",60000,43,30159,1200
"3425",60000,24,9450,0
"3426",210000,26,39995,105
"3427",360000,46,65268,10000
"3428",20000,48,12170,1000
"3429",150000,42,4126,0
"3430",310000,30,-116,23240
"3431",240000,40,2748,2730
"3432",160000,55,7314,1579
"3433",240000,40,-44,0
"3434",20000,22,15882,2201
"3435",190000,55,7410,390
"3436",280000,40,-10,0
"3437",80000,58,0,0
"3438",290000,49,148003,6000
"3439",200000,34,9006,25000
"3440",320000,50,1299,1833
"3441",350000,27,19224,750
"3442",110000,33,48253,2000
"3443",300000,37,944,2000
"3444",500000,44,2733,6026
"3445",120000,35,421,8228
"3446",80000,31,175,1331
"3447",200000,33,166008,4610
"3448",150000,26,6149,34672
"3449",150000,40,30312,201277
"3450",210000,42,8480,9592
"3451",150000,36,0,0
"3452",50000,26,46758,2000
"3453",80000,33,47575,1677
"3454",50000,34,1428,1261
"3455",20000,50,20391,0
"3456",50000,37,29319,990
"3457",50000,29,25970,2500
"3458",280000,46,200564,7053
"3459",230000,51,55311,2370
"3460",230000,30,56506,5024
"3461",80000,37,30684,2000
"3462",60000,35,16141,1000
"3463",200000,37,170960,6200
"3464",30000,22,24310,156
"3465",340000,34,59204,1241
"3466",250000,40,3037,4974
"3467",200000,52,878,926
"3468",150000,39,78487,2618
"3469",100000,53,0,0
"3470",220000,41,78555,6000
"3471",140000,32,-206,2000
"3472",40000,28,6255,0
"3473",200000,30,185250,8009
"3474",520000,35,43108,5031
"3475",30000,22,17694,542
"3476",20000,28,17480,0
"3477",50000,40,17391,643
"3478",300000,29,-4394,0
"3479",500000,36,31022,1088
"3480",490000,27,86703,5026
"3481",200000,27,630,1030
"3482",40000,23,23683,894
"3483",150000,28,0,0
"3484",50000,29,13191,200
"3485",100000,27,79494,2377
"3486",50000,42,42743,4000
"3487",130000,25,33104,5000
"3488",70000,27,507,357
"3489",30000,30,23782,1130
"3490",50000,28,1612,1000
"3491",80000,45,44314,4000
"3492",220000,30,14069,6029
"3493",200000,45,147373,5225
"3494",120000,24,1087,801
"3495",100000,25,49545,2000
"3496",100000,59,35920,0
"3497",50000,23,18137,1000
"3498",240000,37,500,21257
"3499",60000,28,160,3400
"3500",260000,34,0,377
"3501",30000,56,21170,1900
"3502",440000,40,73346,5000
"3503",360000,30,147418,5000
"3504",50000,26,0,0
"3505",270000,50,316,5174
"3506",150000,27,0,0
"3507",200000,26,8355,8285
"3508",50000,36,28783,5000
"3509",210000,33,0,0
"3510",50000,27,43020,0
"3511",50000,24,20437,668
"3512",440000,29,103884,2515
"3513",60000,28,46536,4000
"3514",70000,41,4513,0
"3515",290000,25,61314,3000
"3516",140000,29,0,299
"3517",310000,33,105624,15694
"3518",450000,36,0,0
"3519",360000,34,256,1
"3520",550000,34,347188,13000
"3521",180000,44,0,4003
"3522",140000,37,57532,10007
"3523",50000,33,7561,2115
"3524",200000,30,600,751
"3525",60000,39,39799,1548
"3526",140000,28,-51183,89898
"3527",70000,42,67273,2600
"3528",20000,50,10046,1500
"3529",100000,24,48671,1794
"3530",360000,33,0,0
"3531",100000,24,0,0
"3532",160000,41,30624,2000
"3533",160000,27,164031,7500
"3534",130000,26,936,1002
"3535",100000,40,42934,1359
"3536",90000,35,19254,800
"3537",80000,23,19103,2836
"3538",220000,28,210491,97
"3539",260000,39,3172,1972
"3540",30000,45,29158,0
"3541",100000,40,150,780
"3542",80000,39,49979,1782
"3543",20000,31,0,0
"3544",140000,41,38615,3000
"3545",30000,25,0,0
"3546",90000,39,24821,1100
"3547",150000,23,53557,5000
"3548",250000,28,97411,3095
"3549",20000,37,20655,0
"3550",50000,28,2113,3027
"3551",100000,31,1150,0
"3552",500000,46,31453,12333
"3553",50000,36,11361,1000
"3554",40000,27,65070,4317
"3555",80000,35,80752,0
"3556",100000,35,53433,0
"3557",180000,29,5646,700
"3558",90000,53,49519,5000
"3559",10000,23,0,13460
"3560",200000,33,0,165
"3561",80000,57,10749,1300
"3562",90000,33,67893,2800
"3563",80000,42,0,0
"3564",90000,24,66762,90000
"3565",80000,46,2350,350
"3566",140000,27,416,1059
"3567",480000,39,279768,10135
"3568",230000,39,203223,6270
"3569",70000,27,3047,0
"3570",200000,39,110138,3575
"3571",180000,35,67219,3000
"3572",190000,37,170136,6120
"3573",20000,24,19863,400
"3574",10000,24,9700,900
"3575",80000,45,81165,3000
"3576",60000,28,49529,0
"3577",500000,37,-38,12000
"3578",50000,42,550,1100
"3579",360000,28,0,198
"3580",10000,56,9974,500
"3581",300000,54,366,0
"3582",70000,48,890,215
"3583",250000,32,0,0
"3584",10000,51,7680,284
"3585",140000,28,24767,5000
"3586",100000,40,0,0
"3587",110000,31,0,0
"3588",210000,38,291,1451
"3589",210000,40,0,0
"3590",70000,26,52333,4046
"3591",20000,47,18750,0
"3592",220000,31,1640,3012
"3593",20000,51,20192,0
"3594",80000,28,66897,0
"3595",500000,42,422271,11000
"3596",210000,66,143721,5011
"3597",80000,27,58515,2041
"3598",50000,37,13497,600
"3599",240000,35,7574,0
"3600",150000,23,5706,7328
"3601",210000,49,0,0
"3602",360000,28,0,0
"3603",230000,29,69917,3000
"3604",500000,35,735,11605
"3605",150000,34,47077,2100
"3606",30000,31,30468,0
"3607",470000,57,60805,1740
"3608",200000,59,31914,0
"3609",470000,35,201955,4817
"3610",310000,32,10032,23219
"3611",210000,28,142976,5000
"3612",500000,41,33272,175357
"3613",80000,27,75294,3150
"3614",20000,38,8900,1
"3615",150000,32,61096,5000
"3616",390000,39,136559,3617
"3617",10000,29,5720,0
"3618",390000,46,17682,12710
"3619",210000,41,69438,3750
"3620",350000,33,-8026,0
"3621",150000,35,2075,2669
"3622",210000,36,51616,1886
"3623",100000,55,0,0
"3624",210000,36,22634,3003
"3625",290000,48,0,3357
"3626",330000,50,995,997
"3627",50000,37,19493,674
"3628",80000,27,24772,1000
"3629",340000,35,46143,2000
"3630",120000,38,52533,1500
"3631",30000,22,3247,2921
"3632",260000,35,39004,1314
"3633",50000,64,18055,2239
"3634",420000,25,55304,23011
"3635",130000,28,3333,3110
"3636",270000,30,42812,5000
"3637",50000,30,9188,490
"3638",20000,34,15033,1000
"3639",140000,34,137094,5400
"3640",100000,35,45498,2000
"3641",50000,41,31914,1332
"3642",500000,37,5208,2899
"3643",80000,35,29665,1501
"3644",220000,34,2728,0
"3645",30000,34,29102,0
"3646",240000,26,187951,0
"3647",220000,41,35433,11405
"3648",320000,32,34755,462
"3649",230000,36,771,51362
"3650",20000,44,0,780
"3651",280000,34,62032,2500
"3652",110000,44,108305,4500
"3653",180000,26,7340,2000
"3654",100000,51,40514,5135
"3655",80000,37,29065,5002
"3656",260000,30,2784,1714
"3657",110000,25,107423,4000
"3658",150000,31,126913,3568
"3659",180000,35,4689,1582
"3660",230000,28,16038,0
"3661",500000,27,42998,913
"3662",300000,30,829,11591
"3663",180000,31,79695,5000
"3664",30000,24,1050,0
"3665",110000,29,16391,832
"3666",100000,28,16084,8000
"3667",390000,31,178599,25082
"3668",180000,35,0,0
"3669",300000,37,2881,2074
"3670",260000,36,12319,7575
"3671",360000,29,0,0
"3672",80000,26,4822,8048
"3673",100000,26,-73,0
"3674",20000,47,17528,549
"3675",210000,33,0,0
"3676",10000,25,9703,292
"3677",150000,26,22377,819
"3678",360000,37,390,780
"3679",80000,42,-150,0
"3680",130000,29,1738,5256
"3681",30000,36,0,0
"3682",430000,30,130328,5000
"3683",20000,23,19417,652
"3684",50000,32,0,0
"3685",140000,26,49667,2000
"3686",200000,32,10756,2648
"3687",80000,28,60345,3862
"3688",50000,23,12980,394
"3689",280000,27,145132,3500
"3690",710000,51,0,0
"3691",180000,29,6071,0
"3692",500000,39,16070,3306
"3693",360000,33,0,0
"3694",50000,29,28073,1500
"3695",80000,27,79105,3005
"3696",50000,44,30778,1000
"3697",50000,23,6915,1000
"3698",150000,33,447,2215
"3699",360000,28,0,0
"3700",50000,32,19918,1000
"3701",50000,48,4775,1345
"3702",200000,29,3664,723
"3703",80000,29,0,0
"3704",140000,46,390,780
"3705",20000,22,0,0
"3706",80000,34,0,0
"3707",110000,30,61445,3000
"3708",140000,27,83974,2300
"3709",300000,31,78169,10000
"3710",50000,29,0,0
"3711",180000,39,83683,80000
"3712",290000,39,202491,6000
"3713",60000,36,832,1500
"3714",100000,38,19053,2000
"3715",30000,41,0,0
"3716",220000,27,154034,4500
"3717",230000,30,0,0
"3718",30000,29,4443,890
"3719",20000,47,18212,1000
"3720",50000,30,1320,0
"3721",80000,46,650,0
"3722",90000,29,8411,0
"3723",80000,31,1011,3949
"3724",50000,23,44199,2000
"3725",50000,29,0,0
"3726",20000,53,9871,4380
"3727",250000,38,326,326
"3728",120000,24,1271,1595
"3729",110000,28,111219,4000
"3730",160000,33,0,0
"3731",80000,52,40103,24
"3732",410000,36,8477,3
"3733",100000,43,40325,1374
"3734",750000,43,83208,124063
"3735",30000,47,15145,5000
"3736",80000,33,54093,1235
"3737",430000,31,56360,10000
"3738",480000,44,311651,20164
"3739",360000,29,0,0
"3740",150000,37,0,0
"3741",130000,28,52272,1700
"3742",40000,47,40322,3000
"3743",280000,34,11170,0
"3744",40000,45,20650,0
"3745",120000,26,88388,3016
"3746",290000,39,1235,1280
"3747",250000,39,0,0
"3748",200000,43,6595,29708
"3749",80000,32,32763,3000
"3750",130000,27,21951,2865
"3751",290000,37,7246,1000
"3752",180000,29,0,0
"3753",360000,31,7511,4105
"3754",140000,37,316,316
"3755",350000,41,54284,6702
"3756",260000,36,763,748
"3757",40000,26,23436,1500
"3758",180000,27,-200,0
"3759",80000,27,3432,59
"3760",500000,45,3400,1720
"3761",80000,27,0,0
"3762",30000,57,29598,0
"3763",220000,37,0,3422
"3764",70000,22,13180,2000
"3765",510000,41,2253,96
"3766",20000,22,18631,1094
"3767",100000,40,53142,0
"3768",340000,30,284549,11000
"3769",180000,29,0,0
"3770",290000,38,1481,0
"3771",80000,53,-1719,52085
"3772",280000,42,28903,1768
"3773",180000,40,2520,18066
"3774",140000,66,675,23715
"3775",500000,32,35234,177258
"3776",230000,34,164677,5100
"3777",250000,26,6816,5000
"3778",10000,24,8773,0
"3779",230000,39,162695,6100
"3780",70000,29,58347,3000
"3781",140000,39,4250,22566
"3782",430000,48,2299,37980
"3783",120000,28,1451,0
"3784",20000,25,0,0
"3785",30000,32,32729,0
"3786",80000,43,23207,2000
"3787",400000,39,329948,15000
"3788",200000,37,0,0
"3789",30000,23,30908,0
"3790",50000,46,30440,1143
"3791",250000,46,1979,19150
"3792",120000,28,61392,4000
"3793",80000,45,390,1170
"3794",430000,33,77543,584
"3795",120000,24,19826,1000
"3796",20000,22,20372,573
"3797",20000,32,77711,2000
"3798",80000,25,150,657
"3799",20000,44,402,15000
"3800",140000,27,0,0
"3801",10000,22,3486,0
"3802",220000,34,4834,3000
"3803",60000,48,1470,58587
"3804",80000,59,0,0
"3805",30000,25,1914,6699
"3806",140000,27,134851,4800
"3807",20000,26,11196,1500
"3808",100000,46,42935,1701
"3809",220000,35,29765,2000
"3810",80000,40,3356,56
"3811",80000,46,42348,1509
"3812",130000,28,6514,0
"3813",300000,33,0,0
"3814",60000,42,17298,1000
"3815",360000,32,1530,53
"3816",10000,24,12,1393
"3817",50000,32,24416,6000
"3818",50000,48,17450,1000
"3819",200000,35,0,28027
"3820",30000,24,19046,1000
"3821",220000,42,3766,4007
"3822",200000,41,2007,1603
"3823",80000,27,48866,1740
"3824",200000,39,2241,2795
"3825",240000,34,326,711
"3826",500000,28,1984,27014
"3827",230000,38,56015,2500
"3828",20000,22,0,0
"3829",50000,35,9790,0
"3830",100000,35,9349,1691
"3831",230000,37,0,0
"3832",60000,28,40257,2000
"3833",120000,48,1823,1823
"3834",130000,23,8541,1000
"3835",50000,25,28041,10000
"3836",400000,30,15435,6182
"3837",240000,27,2059,1000
"3838",70000,53,18321,1000
"3839",20000,22,0,0
"3840",50000,28,30040,1500
"3841",240000,54,71018,5400
"3842",380000,31,139177,4000
"3843",50000,24,8242,450
"3844",50000,33,19028,1000
"3845",430000,33,12860,10000
"3846",60000,26,17976,0
"3847",30000,25,5053,14
"3848",170000,48,125341,4497
"3849",70000,29,47724,1900
"3850",130000,28,390,2596
"3851",50000,50,0,0
"3852",20000,38,0,0
"3853",50000,48,390,390
"3854",20000,28,15515,500
"3855",110000,32,1174,3805
"3856",90000,24,27495,1000
"3857",180000,24,71408,4791
"3858",50000,28,45283,1551
"3859",200000,36,4575,0
"3860",20000,32,7945,0
"3861",50000,44,50442,2614
"3862",170000,39,129346,4500
"3863",380000,48,266406,20000
"3864",30000,39,6210,0
"3865",30000,23,23312,1010
"3866",160000,36,0,798
"3867",60000,39,26615,0
"3868",450000,31,39564,27224
"3869",80000,43,-300,598
"3870",90000,26,26639,2000
"3871",30000,33,0,0
"3872",50000,25,29706,1068
"3873",30000,49,29755,1141
"3874",50000,52,14438,0
"3875",320000,34,7332,22000
"3876",300000,43,0,0
"3877",390000,43,91825,4000
"3878",50000,23,9558,0
"3879",20000,26,1050,0
"3880",90000,52,85699,3032
"3881",300000,51,5290,9998
"3882",300000,32,700,1400
"3883",200000,34,0,790
"3884",50000,24,19014,1500
"3885",20000,24,0,0
"3886",390000,35,24679,183622
"3887",70000,41,37757,2000
"3888",300000,43,137499,4532
"3889",140000,50,138934,4800
"3890",200000,37,33876,2295
"3891",80000,28,390,0
"3892",80000,45,0,0
"3893",170000,36,2656,1626
"3894",50000,29,49317,0
"3895",100000,27,76849,2958
"3896",30000,22,2461,3704
"3897",30000,49,15025,900
"3898",320000,36,62132,1206
"3899",70000,25,46702,3000
"3900",50000,24,48293,1500
"3901",130000,48,55572,3002
"3902",50000,27,11250,1600
"3903",50000,33,15585,569
"3904",50000,30,0,0
"3905",160000,30,48468,3012
"3906",450000,46,32867,9343
"3907",380000,33,185056,6000
"3908",30000,29,0,0
"3909",50000,24,19699,660
"3910",220000,30,204957,10000
"3911",50000,32,390,780
"3912",90000,27,0,0
"3913",80000,26,29569,700
"3914",390000,44,2798,46220
"3915",140000,43,81869,2366
"3916",360000,32,66666,66666
"3917",50000,26,47459,1890
"3918",260000,37,130299,3200
"3919",180000,43,64618,3000
"3920",360000,26,18083,1000
"3921",230000,35,0,0
"3922",130000,25,23566,384
"3923",20000,42,19583,1286
"3924",200000,41,9696,1046
"3925",220000,35,33933,2000
"3926",20000,25,6542,2093
"3927",20000,24,17311,640
"3928",240000,40,203475,7800
"3929",480000,50,6220,9104
"3930",50000,29,29022,1034
"3931",100000,40,0,0
"3932",120000,34,121650,0
"3933",230000,27,130318,11058
"3934",20000,32,5340,450
"3935",50000,27,0,0
"3936",130000,32,124168,0
"3937",150000,38,0,0
"3938",60000,30,45710,0
"3939",260000,44,35397,1166
"3940",500000,40,-8,0
"3941",270000,34,76089,5000
"3942",410000,34,666,0
"3943",60000,29,57539,2110
"3944",200000,31,1997,10342
"3945",50000,45,780,0
"3946",500000,35,-73,0
"3947",150000,35,880,0
"3948",170000,44,0,0
"3949",50000,25,51459,2112
"3950",130000,42,390,390
"3951",120000,30,79608,2800
"3952",70000,28,16230,3000
"3953",320000,44,2145,1273
"3954",110000,37,81001,3000
"3955",420000,30,150,399
"3956",240000,49,90611,61411
"3957",380000,33,96627,10000
"3958",20000,22,8001,170
"3959",50000,42,41770,3387
"3960",20000,23,780,0
"3961",20000,31,20474,0
"3962",240000,28,197155,8088
"3963",340000,57,-5,0
"3964",90000,23,21841,0
"3965",50000,56,16266,1129
"3966",210000,33,81570,10001
"3967",60000,25,54759,0
"3968",50000,53,9289,1423
"3969",50000,26,15944,612
"3970",90000,26,26254,1214
"3971",250000,31,6679,890
"3972",290000,47,107239,60686
"3973",240000,35,663,1322
"3974",360000,29,1102,584
"3975",340000,36,34333,10000
"3976",290000,48,2383,0
"3977",50000,25,299,9292
"3978",310000,41,2314,648
"3979",10000,22,10000,0
"3980",260000,31,190948,6500
"3981",180000,26,39701,2300
"3982",20000,26,0,0
"3983",360000,28,0,0
"3984",80000,30,54235,3000
"3985",450000,44,8490,1626
"3986",30000,22,26316,1500
"3987",500000,39,927,201323
"3988",210000,34,163188,6000
"3989",300000,64,1355,1426
"3990",100000,52,22543,1000
"3991",240000,47,145071,11077
"3992",50000,56,3900,0
"3993",20000,22,20126,0
"3994",110000,23,51866,2050
"3995",200000,43,291,291
"3996",220000,33,-273,2000
"3997",50000,43,6801,500
"3998",60000,26,33190,2000
"3999",20000,23,12744,1000
"4000",170000,39,5612,3000
"4001",30000,29,3686,96
"4002",160000,29,989,0
"4003",200000,35,187728,70000
"4004",120000,25,19801,18129
"4005",230000,38,316,316
"4006",20000,42,1470,2200
"4007",10000,46,1050,0
"4008",100000,24,0,80
"4009",130000,24,0,0
"4010",50000,47,23495,1000
"4011",140000,31,81642,3200
"4012",50000,49,9801,312
"4013",360000,29,2931,16950
"4014",20000,22,20444,0
"4015",110000,33,43413,6446
"4016",100000,33,91007,6950
"4017",260000,39,89016,3434
"4018",50000,23,18019,2000
"4019",360000,39,0,0
"4020",30000,27,28776,0
"4021",50000,23,9345,500
"4022",270000,31,0,0
"4023",250000,44,12573,4338
"4024",250000,48,2872,0
"4025",120000,24,5551,1915
"4026",250000,36,88283,25000
"4027",260000,29,3359,1035
"4028",240000,39,249130,15000
"4029",60000,27,22184,3013
"4030",250000,40,326,326
"4031",100000,26,69865,2731
"4032",150000,35,390,390
"4033",170000,45,126399,4603
"4034",710000,32,35047,2011
"4035",20000,50,10153,600
"4036",360000,36,0,0
"4037",150000,60,0,0
"4038",150000,49,10800,5068
"4039",50000,58,3169,2000
"4040",140000,38,140505,5000
"4041",250000,42,43978,1758
"4042",20000,36,14313,1230
"4043",360000,42,0,0
"4044",160000,34,0,0
"4045",180000,30,0,0
"4046",50000,23,16145,305
"4047",50000,45,20191,642
"4048",220000,60,22469,2000
"4049",150000,39,91783,3300
"4050",160000,40,0,0
"4051",160000,30,8824,1055
"4052",200000,29,72969,3012
"4053",190000,32,3228,1000
"4054",50000,32,9591,40207
"4055",50000,24,390,0
"4056",140000,35,96653,3550
"4057",60000,26,53985,6200
"4058",10000,24,5999,0
"4059",400000,28,96316,20039
"4060",500000,44,394932,15071
"4061",320000,24,35299,47699
"4062",240000,50,0,0
"4063",110000,44,78581,2300
"4064",240000,29,0,0
"4065",50000,31,29983,6212
"4066",100000,46,0,301
"4067",50000,25,6586,11890
"4068",50000,24,0,0
"4069",50000,43,12524,3000
"4070",150000,30,76521,0
"4071",200000,37,937,1275
"4072",80000,28,35501,476
"4073",360000,35,7089,5510
"4074",120000,49,30192,5000
"4075",230000,28,17354,1000
"4076",60000,34,16095,596
"4077",90000,37,11809,437
"4078",50000,29,17947,1500
"4079",240000,31,671,671
"4080",230000,42,303,8100
"4081",80000,23,8689,500
"4082",400000,28,517,593
"4083",120000,45,120546,4500
"4084",250000,39,0,0
"4085",30000,24,10891,419
"4086",150000,54,145622,5600
"4087",310000,37,321979,0
"4088",150000,34,150500,0
"4089",80000,29,150,419
"4090",200000,37,0,0
"4091",50000,24,7958,159
"4092",190000,23,133584,4396
"4093",50000,33,4501,1000
"4094",100000,31,26172,2000
"4095",150000,33,136151,5005
"4096",80000,43,6687,291
"4097",200000,30,316,1156
"4098",120000,46,89571,3464
"4099",60000,49,29512,3554
"4100",450000,51,546,396
"4101",120000,32,6477,0
"4102",130000,43,101833,3304
"4103",240000,36,5777,726
"4104",90000,26,15558,10000
"4105",210000,25,5494,1000
"4106",90000,23,13247,1000
"4107",420000,40,63784,30731
"4108",290000,63,211614,0
"4109",390000,29,62205,2300
"4110",230000,32,641,0
"4111",90000,29,5846,2000
"4112",280000,45,0,2942
"4113",280000,28,5191,488
